No.,会社名,設立年,代表者名,従業員数,住所,会社URL
78,株式会社フラッグ,2004年, - ,100-499人,東京都渋谷区東1-29-3 渋谷ブリッジ6F,https://www.flag-pictures.co.jp/
79,株式会社ウィニングフィールド,2014年, - ,10-29人,神奈川県鎌倉市御成町11-2 ヤノヤビル2階,https://winningfield.net/
80,株式会社Ｊストリーム,1997年, - ,100-499人,東京都港区芝二丁目5-6 芝256スクエアビル6階,https://www.stream.co.jp/
81,株式会社スピード,2012年, - , - ,愛知県名古屋市中区大須4丁目14-48 ツバサビル3階,http://speedinc-jp.com/
82,株式会社filments,2018年, - ,5-9人,静岡県浜松市東区有玉西町163-2,https://filments.com/
83,株式会社シッククリエーション, - , - ,30-99人,愛知県名古屋市東区代官町40番18号　ＡＬＡ代官町ビル4Ｆ,https://doga-lab.com/
84,株式会社JITSUGYO,1954年,沢井 啓秀,10-29人,奈良県奈良市東九条町6-6,http://www.jitsugyo.jp/
85,株式会社isana,2016年,大川教,1-4人,高知県高知市帯屋町2ー1ー38 KMTビル2F北,https://isana-adv.com/
86,株式会社SCENE,2006年, - ,10-29人,東京都港区芝1丁目9番3号芝マツラビル5階,http://www.scene-tokyo.com/
87,株式会社よつば制作所,2010年, - , - ,東京都豊島区東池袋2-60-2 池袋パークハイツ2F,https://yotsuba-seisaku.com/
88,株式会社ボーダーレス,2007年, - ,10-29人,東京都千代田区東神田2-6-5 東神田ビル6階,https://www.borderless-tokyo.co.jp/
89,株式会社スタジオamu,2017年, - ,1-4人,千葉県市川市南八幡4-16-15 メゾン・ド一鶴1F-B室,https://studioamu.jp/
90,株式会社ビデオプロ・シラフジ,1991年,矢括直之,10-29人,東京都八王子市散田町3-18-15,https://vp-shirafuji.co.jp
91,株式会社 暁,2015年, - ,5-9人,兵庫県尼崎市昭和通4-127,https://www.akatsuki-movie.com
92,ピックルメディアクリエイション株式会社,2024年,土田  祐資,1-4人,東京都渋谷区代々木1-19-12　新代々木ビル4F,https://pikul-mc.jp
93,株式会社Funusual,2014年,大野 佑太,5-9人,東京都港区芝大門1-10-11 芝大門センタービル10F,https://funusual.co.jp/
94,株式会社RAID,1989年, - ,10-29人,福岡県北九州市小倉北区吉野町11-15-301,https://www.raidnet.jp/
95,エスペランス株式会社,2014年,牛塚 健太郎,30-99人,東京都立川市曙町1−21−1いちご立川ビルB1,https://e-rance.com/
96,株式会社ロボインク．,2014年, - ,5-9人,千葉県流山市平和台１-５-４　コスモ流山２０５,https://roboinq.com/
97,株式会社 nagi,2019年, - ,5-9人,神奈川県藤沢市鵠沼石上１丁目７−８ ビッグライズビル 5F,https://nagies.co.jp
98,株式会社ジャシック（MEGA.Group）,1984年,中尾　誠吾,30-99人,東京都渋谷区道玄坂1丁目12-1　渋谷マークシティ ウエスト14F,https://www.jasic.co.jp/
99,合同会社ジェイライン,1999年, - , - ,長野県長野市三輪2-5-3,https://www.jdoga.net/
100,株式会社エルモ,1989年, - , - ,大阪府大阪市福島区福島4-4-12,https://www.elmo-c.jp/mov/
101,GRAPHIC DESIGN AROWD,2003年, - , - ,東京都世田谷区,https://arowd.com/
102,アークベル株式会社,1991年,藤井 誉,30-99人,東京都大田区平和島6-1-1 東京流通センター(TRC) 物流ビル B棟3階,https://www.arkbell.co.jp/
103,株式会社ワイドウィンドウズ,1980年, - ,30-99人,大阪府大阪市都島区片町2-2-40　大発ビル8階,https://widewindows.com/
104,株式会社アッシェ,2005年,須江勇介,10-29人,高知県高知市新本町2丁目4-3　 blissビル　2F,https://ashe.co.jp/
105,映像制作REX,2013年, - , - ,東京都新宿区西新宿7-18-13 1F,http://rexmovie.jp/
106,株式会社NOGIC,2018年, - , - ,大阪府大阪市北区曽根崎 2-8-5 お初天神 EASTBLDG,https://nogic.co.jp/
107,株式会社ビーヘルシー,2017年,柴田章矢,10-29人,東京都新宿区早稲田鶴巻町518　早稲田玉井ビル3F,https://behealthy.co.jp/
108,株式会社CapWorks,2016年,樽井　克哉,5-9人,大阪府大阪市淀川区西中島3-9−13 NLC新大阪8号館401号,https://capworks.jp/
109,アクシスジャパン合同会社,2009年,大野　城嗣,30-99人,東京都港区北青山2-7-30 猪瀬ビル2階,https://www.jsfactory.tv
110,株式会社サンフラップエックスワン,2019年, - ,1-4人,大阪府大阪市中央区釣鐘町1-4-3舟瀬ビル204号,http://sunflap-x1.co.jp
111,株式会社drawiz（ドロイズ）,2008年, - , - ,東京都新宿区高田馬場三丁目23番1号 YSKビル3階,https://www.drawiz.co.jp/
112,株式会社フーラ・クリエイティブ・ジャパン,2000年, - ,10-29人,東京都港区南青山2-2-15 WIN青山531,https://hula.jp/kiri-fuda/
113,スタジオゼニス, - ,代表者, - , - , - 
114,THINGMEDIA株式会社,2018年,田中博之,10-29人,東京都渋谷区神山町5-20 ZINE YOYOGI-KOEN 4A,https://thingmedia.co/
115,株式会社フィックス,1988年, - ,30-99人,石川県金沢市彦三町2-2-18FIXビル,https://www.cr-fix.co.jp/
116,パドルデザインカンパニー株式会社,2000年, - , - ,東京都港区南青山2-18-2 竹中ツインビルA-3F,https://www.paddledesign.co.jp/
117,株式会社ムービーインパクト,2008年, - , - ,東京都大田区田園調布5丁目56番4号,https://movieimpact.net/
118,株式会社ビデオアートプロ,1991年, - , - ,宮城県仙台市青葉区中央2丁目2-10　仙都会館ビル 4F,https://www.videoartpro.com/
119,株式会社CeiRyu,2023年,太田　智之,5-9人,大阪府大阪市中央区南本町1-5-7　ACN堺筋本町ビル 5F,https://ceiryu.tech/
120,メディアフォーユー株式会社,2006年, - , - ,東京都世田谷区砧4丁目27?4 おおがいさんち1F,http://www.mediaforyou.tv/company/
121,株式会社ワールド,2010年, - ,10-29人,大阪府大阪市都島区都島本通1-7-19 都島楠風ビル705号,http://3dcg-world.com/
122,虹色こまち株式会社,2018年, - ,5-9人,千葉県市原市五井中央東１－１３－１アルビオン３F,https://nijikoma.net/
123,株式会社ファインズ,2009年, - , - ,東京都渋谷区渋谷2-12-15 日本薬学会長井記念館 6F,https://e-tenki.co.jp/
124,株式会社インディゴ,2005年, - ,5-9人,大阪府摂津市千里丘東2-1-4 ST摂津ビル2F,https://www.indigo-studio.jp
125,ポンプワンマーケティング株式会社,2018年, - ,10-29人,文京区後楽2-18-4 クラウンビル1F,http://pomp1.co.jp/
126,岡山第一ビデオ株式会社,1983年, - ,10-29人,岡山県岡山市北区南方3-8-39 2F,http://daiichi-video.com/
127,有限会社シー・エス・アレンジメント,2006年,山中 真,5-9人,北海道札幌市中央区南13条西1丁目3番25号アスレチックテラス2階,https://cs-arrangement.net/
128,映像デザイン事務所,2015年, - ,1-4人,神奈川県川崎市中原区中丸子621,https://sites.google.com/view/eizou-design/home?authuser=0
129,株式会社フラッグシップオーケストラ,2014年, - ,30-99人,東京都港区芝5-3-2 +Shift Mita B1F,https://www.fragor.co.jp/
130,株式会社サイリング,2000年,秋本　稔,10-29人,東京都品川区大崎3-6-4 トキワビル7F,https://www.cyring.co.jp/
131,Start-X合同会社,2019年,山口偉大,10-29人,東京都渋谷区渋谷2-19-15 宮益坂ビルディング609,https://start-x.work/
132,ここちよいPRODUCTION,2018年, - ,1-4人,東京都渋谷区元代々木町48-14,https://kokochiyoipro.jp/
133,株式会社クリエイトアソシエ,2021年, - ,5-9人,東京都港区南青山２丁目２番１５号　ウィン青山1403,https://create-associe.co.jp/
134,株式会社 FOBON PICTURES（フォボンピクチャーズ）,2014年, - , - ,兵庫県神戸市灘区山田町3丁目1-15 六甲アトリエハウス501,https://n-film.net/
135,株式会社ラップ,2010年, - ,30-99人,福岡県福岡市中央区白金2丁目2-6ラップビル,https://lapfukuoka.co.jp/
136,株式会社ビデオマッチング,2018年, - ,30-99人,東京都港区三田4-1-4　城南ビルディング三田２F,https://video-matching.com/
137,Kurumi株式会社,2014年, - ,10-29人,東京都豊島区千早1-15-17 富士ビル6F,https://kurumi-inc.com/
138,Simplish株式会社,2015年,小川　壮史,10-29人,東京都中央区銀座7丁目13番6号サガミビル2階,https://simplish.online/
139,株式会社ユニモト,1986年, - , - ,東京都千代田区九段南3-1-1 久保寺ビル2F,https://unimoto.jp/
140,デキサホールディングス株式会社, - , - , - ,東京都大田区大森南1-20-1-13階,https://www.dxa.co.jp/
141,株式会社AVII IMAGE WORKS,2016年,新井　陸王,10-29人,兵庫県神戸市中央区小野浜町1-4デザイン・クリエイティブセンター神戸203,http://avii.jp/
142,テレビ朝日映像株式会社,1958年, - ,100-499人,東京都港区六本木1-1-1　アーク放送センター,https://movie.tv-asahipro.co.jp/
143,株式会社STUDIO MW,2022年,今村真人,5-9人,千葉県印西市草深2380-10,https://www.studio-mw.jp/
144,株式会社point zero,2006年, - ,30-99人,神奈川県横浜市南区大岡3-12-6,https://www.point-zero.jp/
145,株式会社エーフォース,2013年,福水　隆介,10-29人,東京都新宿区西新宿7-18-131F,http://aforce.co.jp/
146,株式会社フィールビー,2009年,田邉　文章,5-9人,東京都渋谷区宇田川町2-1-220,http://www.feelbee.jp/
147,株式会社ナインフィールド,2007年, - , - ,東京都港区赤坂6-13-16 AJMICビル3F,https://www.ninefield.co.jp/
148,株式会社 揚羽,2001年, - ,100-499人,東京都中央区八丁堀2丁目12-7 ユニデンビル3階,https://www.ageha.tv/
149,株式会社HIORYES,2019年, - ,1-4人,岐阜県美濃市常盤町2274番地,https://hioryes.jp/
150,ニューエイジ・ディー・シー株式会社,2020年,松岡貴英,10-29人,東京都渋谷区松濤1-28-2,https://newagedc.net/
151,株式会社ViVNAL,2020年, - ,1-4人,大阪府大阪市喜連4-8-81 1階THÉN,https://www.vivnal.com/
152,株式会社エーエムコーポレーション　映像事業部 BLAZE LEGION, - , - ,5-9人,東京都江東区新木場２－２－４,https://www.blazelegion.com/
153,株式会社デジタル・アド・サービス,1993年, - ,30-99人,東京都台東区池之端1-2-18いちご池之端ビル 4F,https://www.dascorp.co.jp/
154,アテネ株式会社,1958年, - , - ,東京都中央区銀座１丁目１４番４号,http://www.e-athene.co.jp/
155,オープンキッズベース株式会社,2018年, - ,5-9人,東京都中野区東中野4丁目2-18 ストークマンション東中野301号室,https://www.openkidsbase.co.jp/
156,株式会社のびしろ舎,2022年,蒲地雄史,1-4人,東京都世田谷区経堂２丁目１１ - １０,http://www.nobishirosha.co.jp
157,株式会社フロンティアチャンネル,2015年, - ,10-29人,東京都品川区西大井1丁目1-2 ジェイタワー西大井イースト209号,https://www.frontierchannel.jp/
158,株式会社ヨシタデザインプランニング,1997年, - ,5-9人,石川県金沢市示野中町2-64,https://www.yoshita-design.com/
159,株式会社京葉広告社,1968年, - ,10-29人,千葉県柏市千代田3-15-15,https://keiyo.net
160,有限会社ステアリング,1987年,望月悠登,5-9人,東京都目黒区目黒2-10-8　第二アトモスフィア青山10F,https://create.steering.co.jp/
161,タッチスポット株式会社,2015年, - ,10-29人,東京都品川区西五反田2-18-3グレイス五反田901号室,https://touchspot.jp/
162,株式会社東京コンテンツラボ,2019年, - ,10-29人,東京都港区南青山6-13-2 ブルジョン南青山6階,https://tconlab.com/
163,株式会社Gypsow,2024年,米田 聖人, - ,大阪府大阪市西区江戸堀2-1-1 江戸堀センタービルB1F,https://gypsow.co.jp/
164,合同会社CROCO,2013年, - , - ,兵庫県神戸市灘区稗原町2丁目3-15,http://company-croco.com/
165,株式会社アバンク,1984年, - , - ,東京都新宿区北新宿1-36-6 ダイナシティ西新宿 B1F,https://abank.co.jp/
166,株式会社インフォキュービック・ジャパン,2007年, - , - ,東京都新宿区大久保1-1-7 高木ビル3F,https://www.infocubic.co.jp/
167,株式会社grunch, - , - , - ,愛知県名古屋市中区中区丸の内2-10-11リブラ丸の内6 403/405,https://www.grunch.co.jp/
168,株式会社グッドエレファント,2015年, - ,5-9人,宮崎県宮崎市丸山2-69 AKHM103,https://good-elephant.co.jp/
169,株式会社エムビデオプロダクション,1989年, - , - ,石川県金沢市田上さくら3-87,https://www.mvideo.co.jp/
170,株式会社ENT,2018年,安田 貞範,10-29人,東京都西東京市谷戸町２丁目１番７５－３４０号,https://ent-inc.co.jp/
171,株式会社ダイヤモンドプロ,1978年, - ,5-9人,京都府京都市上京区下長者町通堀川東入紹巴町19-6,https://www.diamondpro.co.jp/
172,株式会社アスライト,2019年,森田　淳,5-9人,大阪府東大阪市荒本新町6-41-806,https://www.asulight0911.com/
173,株式会社思創堂,2016年, - , - ,大阪府大阪市天王寺区清水谷町1-9 1F,https://www.shisodo.com/
174,株式会社カヤック,2005年, - ,100-499人,神奈川県鎌倉市御成町11-8,http://www.kayac.com/
175,株式会社レジット,2013年,浅井 脩太郎,30-99人,東京都渋谷区円山町28番1号　渋谷道玄坂スカイビル4F,https://www.legit.co.jp/
176,KIZUNA JAPAN株式会社,2008年, - ,30-99人,東京都渋谷区東1-27-6 YMビル6F,https://www.kizunajapan.jp/
177,前原商事株式会社,2022年,前原佑多,5-9人,東京都港区東新橋１丁目６番３号ザロイヤルパーク アイコニック東京汐留２４Ｆ,https://www.maehara-shoji.com/
178,株式会社ジーズ・コーポレーション,1991年,岡田洋幸,30-99人,東京都渋谷区富ヶ谷1-18-5 T.I.ビル3F,http://gs4.co.jp/
179,株式会社アルファビデオ,1984年, - ,10-29人,東京都港区元赤坂1丁目5番7号 ラベリテ赤坂 1階,https://www.alphavideo.co.jp/
180,株式会社Zインディペンデンス,2022年, - ,1-4人,宮城県仙台市青葉区柏木１丁目７番地３７号,https://www.z-idp.com/
181,有限会社タイムリー,2005年, - , - ,大阪府大阪市北区西天満3丁目1-6 辰野西天満ビル5F,http://www.timely-tv.com/
182,TUKAYAクリエイト株式会社,2021年,柳澤　光明,1-4人,東京都杉並区浜田山4-14-16 203,http://tukaya.com/
183,サンディ株式会社,2015年,柏田洋平,10-29人,渋谷区千駄ヶ谷1-29-4	HT千駄ヶ谷ハウスX 202,http://www.sundy.co.jp/
184,株式会社デジタルダイブ,1999年,小池和子,10-29人,愛知県名古屋市中区錦3-7-15　名古屋DICビル8F,http://www.digital-dive.co.jp/
185,合同会社NILO,2015年,杉本壮一郎,5-9人,東京都新宿区新宿１−３６−２新宿第７葉山ビル３階,https://nilo26.co/
186,株式会社トラストメディア,2011年, - ,30-99人,東京都江東区亀戸1-8-5小林ビル2F,http://trust-media.jp/
187,株式会社プロデュース・オン・デマンド,1996年,菊地　頼,10-29人,東京都港区赤坂6-3-18　赤坂パークプラザ2F,https://www.pod.tv/works/product/
188,株式会社D-Rockets,2008年,北裏龍次,5-9人,東京都中央区銀座１―３―３　Ｇ１ビル７Ｆ,http://www.d-rockets.co.jp
189,株式会社アールクリエイト,2014年,石橋龍馬,5-9人,東京都千代田区飯田橋3-7-11　大和APビル9F,https://rcreate.info/
190,株式会社パララボ,2017年, - , - ,福岡県福岡市中央区天神2-4-11-3F,http://kohobu.jp/
191,株式会社MAZIKA,2016年, - ,5-9人,大阪府大阪市中央区南船場2丁目 11-9-808,https://mazikamazika.com/
192,株式会社アートワークス,2004年, - , - ,東京都中央区日本橋浜町3-23-11　PRIME浜町ビル 3F,http://www.kk-artworks.co.jp/
193,株式会社チャージ,1992年, - ,10-29人,香川県高松市今新町5−5 エースユニフォームビル２F,https://c-world.co.jp/
194,株式会社ポマト・プロ(映像制作),1983年, - ,30-99人,東京都千代田区麹町5-3麹町中田ビル4F,https://www.pomato.co.jp/
195,株式会社DiVE, - ,今井亨,10-29人,東京都港区北青山一丁目3-1 R3aoyama 3F,https://dive-cc.com/
196,株式会社Spoon,2019年, - ,10-29人,東京都目黒区中目黒二丁目10番16号 中目黒ウィングビル6F,https://spoon-japan.co.jp/
197,株式会社MagicPlus,2014年,髙木 健治郎,30-99人,鳥取県鳥取市吉成南町1-24-2 2F,https://magic-plus.net/
198,株式会社ドリームストリーミング,2014年, - ,5-9人,東京都中央区湊3丁目1番12-201号,https://d-stream.co.jp/
199,株式会社アビリブ,1999年, - ,500-999人,東京都渋谷区神宮前6-35-3　コープオリンピア7F,https://www.ab-net.co.jp/
200,NP CREATION（日経印刷）,1966年, - ,100-499人,東京都板橋区舟渡3-7-16 4F,https://www.nik-prt.co.jp/npcreation/
201,株式会社Pleete,2020年, - ,10-29人,東京都南青山2-2-15,https://www.pleete.com/
202,株式会社Matchcut,2022年,谷口　譲,1-4人,大阪市西区江戸堀1-6-13　肥後橋堀田ビル403,https://matchcut.jp/
203,株式会社44LDK,2020年,小林浩太郎,10-29人,東京都港区三田2-7-7 芳和三田綱坂ビル1F,https://www.44ldk.com/
204,株式会社ルース,2012年, - ,1-4人,愛知県名古屋市千種区楠元町2丁目60番地2 the LOFT 2A号室,https://www.luz-inc.co.jp/
205,i-SHEEP, - , - ,1-4人,神奈川県横浜市中区,https://i-sheep.jp/
206,株式会社ジーアングル,2002年, - ,30-99人,東京都渋谷区恵比寿1-13-6恵比寿ISビル3F,https://www.g-angle.co.jp/
207,株式会社アーツエイハン,1996年, - ,5-9人,東京都新宿区新宿1-18-13協建新宿一丁目ビル（受付8階）,http://www.eihan.com/
208,株式会社ザ・カンパニー,2009年,橘 啓介,5-9人,東京都渋谷区神宮前2-31-7 ビラ・グロリア#503,https://www.the-company.co.jp/
209,株式会社パブリックアート,2012年,日西智則,10-29人,見川町2537-3,https://publicart310.com/
