No.,会社名,設立年,代表者名,従業員数,住所,会社URL
51,株式会社アイエムシー,2007年,指宿　大志,5-9人,東京都台東区上野3-13-9 原田ビル202,http://www.i-m-c.co.jp/ad/
52,株式会社ウィルビー,2020年,舘　将志,10-29人,東京都渋谷区代々木4-59-3大永初台マンション1103,https://willbe-inc.co.jp/
53,株式会社シーガル,2019年, - ,30-99人,東京都渋谷区渋谷3-5-16渋谷三丁目スクエアビル2F,https://www.seagull-inc.net/
54,株式会社ロジソリ,2020年,坂本 憲昭,1-4人,東京都港区新橋1-12-9　新橋プレイス6F,https://logisoli.com/
55,株式会社ネイビーグループ,2021年, - ,10-29人,東京都新宿区荒木町13-2 四谷NSビル,https://navygroup.co.jp/
56,Plastant株式会社,2021年, - ,10-29人,福岡県福岡市博多区祇園町8-13 第一プリンスビル1F・2F,https://plastant.com/
57,ハマナス株式会社,2017年, - ,10-29人,東京都渋谷区広尾5-4-12　大成鋼機ビル4階,https://www.hermanus.co.jp/
58,リードプラス株式会社,2012年,堀　裕,30-99人,東京都世田谷区若林1-18-10 京阪世田谷ビル6F,https://localfolio.leadplus.co.jp/
59,NERD株式会社,2017年,天明　ルイス栄一郎,10-29人,東京都墨田区向島1-5-9 ブリシア隅田公園503,https://nerd.co.jp/
60,snuggle株式会社,2017年, - ,5-9人,東京都豊島区南大塚2-35-8 NYビル1F,http://snuggle-inc.co.jp/
61,b.mode株式会社,2006年, - ,10-29人,宮城県仙台市青葉区本町2-10-33 第二日本オフィスビル9F,https://www.b-mode.info/
62,株式会社SPC,2012年,津田　東洋,30-99人,東京都渋谷区恵比寿西2丁目3-13 武田第一ビル302,https://spc-jpn.co.jp/
63,株式会社ロットネスト,2022年,豊嶋 玲,10-29人,東京都渋谷区渋谷3-10-15 川名ビル8階,https://lottnest.com/
64,株式会社フォーティファイヴ,2009年,阿部　薫,10-29人,大阪府大阪市福島区福島3-7-39 藤和堂島ハイタウン905,https://www.0450.jp/
65,株式会社LINPS,2020年,常泉 隆太郎,10-29人,神奈川県相模原市相模大野7-35-1,https://linps.co.jp/
66,株式会社エフェクトプロ,2020年,渡辺　風太,5-9人,兵庫県神戸市野崎通７丁目３番１４号 アスモ新神戸ビル　1F,https://effect-pro.co.jp/
67,株式会社ママクリエイターラボ,2022年,榊原　杏奈,1-4人,兵庫県神戸市中央区磯上通4丁目1-14 三宮スカイビル7階,https://mama-creator.com
68,オープンキッズベース株式会社,2018年, - ,5-9人,東京都中野区東中野4丁目2-18 ストークマンション東中野301号室,https://www.openkidsbase.co.jp/
69,株式会社グローバルマーケティング,2020年, - ,10-29人,東京都渋谷区千駄ヶ谷5-32-6 グリーンスクエア新宿6階,https://gl-marketing.co.jp/
70,株式会社toU,2023年, - ,1-4人,東京都東村山市恩多町1-13-3 株式会社カバード内,https://tooou.co.jp
71,Zokujin合同会社,2020年, - ,1-4人,東京都福生市熊川1666-1,https://zokujin.com/
72,株式会社コロンバスプロジェクト,2014年,緒方　文平,10-29人,東京都中央区日本橋兜町9-5 兜町平和ダイヤビル808,https://www.columbusproject.co.jp/
73,株式会社読売千葉広告社,1959年, - ,10-29人,千葉県千葉市富士見2-17-16,https://www.yomiuri-adc.co.jp/
74,株式会社Hew One's Way,2015年,宇田川(旧姓小林)宜功,10-29人,東京都千代田区神田司町2-16 佐一第二ビル4F,http://how-inc.co.jp/
75,デジメーション株式会社,2018年,天谷勇一,10-29人,大阪府大阪市福島区福島6-25-19 4階,https://www.digimation.co.jp/
76,株式会社TONOSAMA,2012年, - ,10-29人,福井県福井市西木田2丁目10-28,https://seo-taisacu.jp/
77,株式会社 オーエス,2003年, - ,100-499人,東京都豊島区西池袋2-41-8 I･O･Bビル7F,http://oscorporation.com/
78,株式会社M＆C,2015年, - ,10-29人,東京都渋谷区宇田川町2-1 1305,https://mandc.tokyo/
79,ＯＰＳ株式会社,2019年, - ,5-9人,東京都新宿区新宿5丁目 18番20号 ルックハイツ新宿803号,https://www.ops-inc.jp/
80,FAST BPO株式会社,2017年, - ,100-499人,東京都世田谷区上北沢5丁目25番9号,https://www.fastbpo.co.jp/
81,SugarBeats株式会社,2014年, - ,10-29人,東京都荒川区東日暮里５−５１−１１　静やビル402,https://sugarbeats.co.jp/
82,株式会社バースタイプ, - , - ,10-29人,大阪市北区梅田2-5-13 桜橋第一ビル304号,https://verse-type.co.jp/
83,株式会社Experience,2015年, - ,1-4人,中町2-37-17　ジュネパレス中町B棟,https://experience-c.jp/
84,株式会社日テレWands,2018年,鈴木 重利,100-499人,東京都港区東新橋一丁目6－1 日テレタワー23階,https://www.ntv-wands.co.jp/
85,株式会社Leading Communication,2017年, - ,30-99人,東京都渋谷区道玄坂1-16-10 渋谷DTビル6F,https://www.le-commu.co.jp/
86,株式会社ディーワークス,1998年,塩崎大輔,10-29人,大阪府大阪市中央区島町2-1-12 エッサム大阪ビル3階,https://www.d-works.jp/
87,株式会社AppleTea,2020年,田中 義人,1-4人,東京都渋谷区恵比寿1-8-18K-1ビル 3F,https://appletea.tokyo/
88,Bancor株式会社,2019年,山口龍成,30-99人,福岡県福岡市中央区大名2-6-50 福岡大名ガーデンシティ8F,https://www.bancor.co.jp/
89,株式会社ツゲプロ,2018年,告野真朗,1-4人,東京都港区西麻布4-21-2 コートヤードHIROO 1A,https://tsuge-pro.com/
90,株式会社CCG C.REP,2020年,田中　悠,10-29人,東京都千代田区九段南2丁目3-14 日本生命靖国九段南ビル4F,https://ccg-crep.jp/
91,株式会社Your Pro,2021年, - ,1-4人,兵庫県神戸市磯上通8丁目1番29号 カサベラビルC&M403号室,https://yourpro.co.jp/
92,株式会社ビジョン_463897,2001年,大田 健司,1000人以上,東京都新宿区新宿６丁目２７番３０号,https://www.vision-net.co.jp/
93,株式会社アドプラス,2019年,榊原 隆史,10-29人,大阪府大阪市中央区南船場2-10-28　5F,https://ad-plus.net/
94,LBJ株式会社,2021年,花塚 智恵美,10-29人,東京都港区芝2丁目8-17  ザ・パールレジデンス芝公園206,https://www.lovebj.co.jp/
95,株式会社アドレクス,2018年, - ,30-99人,東京都港区六本木4丁目1-4 黒崎ビル3階,https://ad-rex.com/
96,株式会社Qoox,2023年,西方　一行,1-4人,山梨県甲府市中央2-9-20 タカオカビル3A,https://qoox.co.jp
97,GIGA株式会社,2020年, - ,5-9人,平河町1-3-6BIZMARKS麹町2F,https://giga-tokyo.jp/
98,株式会社グラフトンノート,2015年, - ,10-29人,東京都渋谷区渋谷1-11-3 正栄ビル 2F,https://graphtone-note.co.jp/
99,"and, a株式会社",2017年, - ,5-9人,東京都目黒区目黒1丁目4-16 目黒Gビル7階,https://and-mmm.com/
100,株式会社itoq,2019年, - ,10-29人,長崎県島原市中堀町157,https://www.itoq.co.jp/
101,株式会社プラセム,2018年,川島　裕司,30-99人,福岡県福岡市博多区博多駅前3-13-4リアンプレミアム博多駅前ビル 3F,https://plusem.co.jp/
102,株式会社Wacworks,2021年, - ,5-9人,東京都渋谷区神宮前6丁目23番4号　桑野ビル2階,https://wac-works-ec.jp/
103,ドコドア株式会社,2011年,本間隆之,30-99人,新潟県新潟市中央区笹口1-2 2F,https://docodoor.com/
104,フレンドリーフラワー株式会社,2020年, - ,5-9人,東京都豊島区雑司が谷２丁目１４−４ コンセール目白603,https://friendlyflower.net/
105,株式会社Liforld,2021年, - ,5-9人,大阪府大阪市北区中津1丁目2-3-401,http://liforld.site/
106,株式会社デジタリフト,2012年,代表取締役　百本 正博,30-99人,東京都渋谷区神宮前6-17-11 JPR原宿ビル4階,https://digitalift.co.jp/
107,キタイステクノロジーズ,2021年, - ,1-4人,東京都中央区日本橋兜町１７番２号 兜町第６葉山ビル４階,https://kitais.jp/
108,瀬戸株式会社,2016年, - ,10-29人,東京都江東区青海2丁目7−4,https://sedo.co.jp/
109,株式会社Zインディペンデンス,2022年, - ,1-4人,宮城県仙台市青葉区柏木１丁目７番地３７号,https://www.z-idp.com/
110,株式会社天職市場,2006年, - ,100-499人,東京都新宿区西新宿1丁目25番1号新宿センタービル,https://1049.co.jp/
111,有限会社dilight,2006年, - ,10-29人,東京都新宿区新宿１丁目３５−８ 日本,https://dilight.jp/
112,株式会社WiUs,2020年,三木 謙斗,10-29人,東京都渋谷区渋谷,https://wius.co.jp/
113,ソリッドインテリジェンス株式会社,2013年,大川　絢也,10-29人,東京都品川区西五反田１丁目３−８ 五反田Place 8F,https://solid-i.co.jp/
114,アントプロダクション株式会社,2011年,河村 達也,30-99人,大阪府大阪市北区大淀南１丁目５－１ケイヒン梅田ビル２階,https://ant-production.co.jp/
115,株式会社ウェブロッサム,2018年,水谷友彦,5-9人,愛知県名古屋市中川区花塚町4-18-2,https://weblossom.co.jp/
116,株式会社イノベーター･ジャパン,2010年,渡辺 順也,10-29人,東京都港区南青山3-13-18　 313南青山ビル2F,https://www.innovator.jp.net/
117,株式会社リトラ,2017年,藤林理之,10-29人,京都府京都市西京区桂野里町50－115,https://corporate.re-tra.com/
118,株式会社Looox,2024年,岩脇幸平,1-4人,愛知県名古屋市中区丸の内3丁目10-8,https://www.looox.jp
119,プライムナンバーズ株式会社,2012年, - ,30-99人,東京都新宿区西新宿6丁目22-1 新宿スクエアタワー7階,https://primenumbers.co.jp/
120,BeBiz株式会社,2019年, - ,5-9人,桜木町1-101-1クロスゲート 7F,https://bebiz.jp/
121,株式会社アシタヘ,2022年,寺地真一,1-4人,東京都武蔵野市吉祥寺本町1-5-1 吉祥寺PARCO8F Skiima内,https://to-morrow.super.site/
122,合同会社Breate,2025年,高山 康生, - ,東京都港区新橋四丁目14番1　新橋AUN BLDG 4階,https://breate.net/
123,株式会社アサーティブ,2017年, - ,10-29人,大阪府大阪市中央区瓦町４丁目４−７ おおきに御堂筋瓦町ビル 4F,https://assertive.co.jp/
124,株式会社プライムリード,2020年, - ,5-9人,本町4-2-12 野村不動産御堂筋本町ビル)9F-36,https://prime-lead.co.jp/
125,株式会社らいとなう,2021年,東 誠吾,1-4人,東京都杉並区高円寺南4丁目7番3 サンシャイン高円寺803号,https://right-now.jp/
126,event-links株式会社,2021年, - ,5-9人,水道町1-12 trias112・203,https://www.event-links.com/
127,株式会社スタビライザー,2011年, - ,10-29人,東京都品川区上大崎3-3-9-311,https://www.stabilizer.co.jp/
128,DAKINI合同会社,2021年, - ,1-4人,東京都中央区銀座1-22-11銀座大竹ビジデンス2階,http://www.dakini.jp
129,株式会社リソグラ,2022年,杉山 満軌,10-29人,福井県敦賀市杉津4‐7‐1,https://risogra.co.jp/
130,株式会社ビー・アンド・ディー,1996年,佐藤 嘉生,100-499人,〒104-0061 東京都中央区銀座5-13-16　ヒューリック銀座イーストビル,https://www.bdcorp.co.jp/
131,株式会社 W-ENDLESS（ウェンドレス）,2014年,菅原隆太郎,30-99人,大阪市西区新町1丁目4番24号 大阪四ツ橋新町ビル7階,https://www.w-endless.com
132,株式会社サイトスコープ,2006年,久納　英明,30-99人,愛知県名古屋市中村区那古野1-47-1 名古屋国際センタービル24階,https://www.sitescope.co.jp/
133,株式会社Lifunext,2017年,田村　一将,30-99人,東京都渋谷区恵比寿1-15-1TAMA WOODY GATE EBISU（旧：パルクビル）3階,https://lifunext.com/
134,x-climb株式会社,2013年, - ,30-99人,東京都中央区銀座6-13-9 GIRAC GINZA8F,https://www.x-climb.com/
135,ホームページの森,2020年,森崎陽佑,1-4人,茨城県牛久市田宮2-41-5,https://morisac.net/
136,株式会社Nodo,2024年,外山 巧,1-4人,東京都渋谷区道玄坂１丁目１０番８号　渋谷道玄坂東急ビル２Ｆ－Ｃ,https://www.nodo.co.jp/
137,インフォニア株式会社,1999年,野々山　彰一,30-99人,東京都港区西新橋1-14-2　新橋SYビル8F,https://www.infonear.co.jp/
138,株式会社ウェブリッジ,2011年,藤本啓,5-9人,東京都文京区湯島 1-7-16 酒井ビル3F,https://www.w-bridge.co.jp/
139,株式会社N’EXt Planning,2023年,南 宏明,1-4人,前原西2丁目14-2 津田沼駅前安田ビル別館2F,https://nex-t-planning.co.jp/
140,株式会社トヨプラ,2017年,豊 圭一,10-29人,東京都品川区上大崎2-14-3 三笠ビルA棟3階,https://toyopla.co.jp/
141,株式会社Logia,2015年,音無幸文,1-4人,東京都渋谷区渋谷３丁目１番９号Ｙａｚａｗａビル４階,https://logia.jp
142,株式会社Ｋ’ｓカンパニー,2020年,小里 祐介,5-9人,東京都新宿区西新宿6-10-1 新宿オークシティ日土地西新宿ビル8階,https://k-s-company.co.jp/
143,株式会社エーディープロジェクト,1993年, - ,30-99人,東京都渋谷区代々木２-２７-４,https://www.adproject.co.jp
144,タッチスポット株式会社,2015年, - ,10-29人,東京都品川区西五反田2-18-3グレイス五反田901号室,https://touchspot.jp/
145,KTM Consulting合同会社,2019年,根来啓輔,5-9人,東京都品川区東大井１丁目９番３２－５１２号,https://small-bizmagazine.com/
146,株式会社Maro,2016年, - , - ,東京都港区赤坂一丁目12番32号,https://www.maro-inc.jp/
147,株式会社ジーニー,2010年,工藤智昭,100-499人,東京都新宿区西新宿6-8-1 住友不動産新宿オークタワー6F,https://geniee.co.jp/
148,株式会社セントラム,2021年,横山翔一,5-9人,大阪府大阪市西区北堀江1-23-9 1F,https://centrum.co.jp
149,ダブルビーゼット株式会社,2018年, - ,5-9人,名山町9-15,https://doublebz.com/
150,株式会社ベストクルーズ,1993年,髙橋　一行,30-99人,東京都渋谷区広尾1-3-18 広尾オフィスビル７階,http://www.bestcrews.co.jp/
151,株式会社AKiBACO,2020年, - ,1-4人,東京都北区王子1丁目14-12 303,https://akibaco.co.jp/
152,con-west,2019年, - ,5-9人,愛知県名古屋市中区松原三丁目7-15 光葉ビル2階,https://con-west.jp/
153,株式会社ホンシツシコウ,2022年, - ,5-9人,南町１３ - １５勝栄ハイツ107,https://essential-thinking.jp
154,株式会社Gypsow,2024年,米田 聖人, - ,大阪府大阪市西区江戸堀2-1-1 江戸堀センタービルB1F,https://gypsow.co.jp/
155,株式会社エニバ,2018年, - ,5-9人,"国分町1丁目8-13仙台協立第一ビル 2-8,9",https://anyba.jp/
156,株式会社グラシズ,2014年, - , - ,福岡県福岡市中央区天神1-9-17福岡天神フコク生命ビル15階,https://glasses-jp.com/
157,BLUEKNOT Inc.,2021年, - ,5-9人,東京都新宿区西新宿3-2-9  新宿ワシントンホテルビル本館2F,https://www.blueknot.co.jp/
158,株式会社Bridge,2016年,松本雄介,30-99人,東京都渋谷区千駄ケ谷５丁目２７−５ リンクスクエア新宿16階,https://www.bridge-world.jp/
159,株式会社AZ,2004年, - ,10-29人,大阪府大阪市中央区本町2-5-7　メットライフ本町スクエア（旧丸紅ビル）16階,https://azkk.co.jp/
160,株式会社ファインリンク,2009年, - , - ,東京都新宿区大久保2丁目7-1 大久保フジビル5F,https://www.fine-link.net/
161,株式会社ジャジャジャジャーン,2019年, - ,1-4人,花池町1丁目6番地,https://jajajajaaan.com
162,株式会社basezero,2015年, - ,10-29人,大阪府大阪市北区中崎2丁目1-4 シマノビル8F,https://basezero.co.jp/
163,株式会社フラット,2010年, - ,10-29人,東京都千代田区神田小川町3-7-5 VORT神保町 3F,https://www.flat-inc.jp/
164,ASUE株式会社,2012年,安江　真一,10-29人,愛知県名古屋市中区 丸の内3丁目20番9号 三晃社ビル4F,https://asue.jp/
165,株式会社ディライトソリューションズ,2015年,吉原大樹,10-29人,東京都新宿区西新宿6-5-1新宿アイランドタワー20F,https://delight-solutions.co.jp/
166,株式会社ココエ,2016年,近藤　恵子,30-99人,東京都港区赤坂8-12-16,https://cocoe.co.jp/
167,株式会社アクシスイノベーション,2016年,中島義勝,30-99人,大阪府大阪市西心斎橋1丁目4-5 御堂筋ビル11F,https://axis-com.jp/
168,株式会社ノベルティ,2016年,酒井 美貴,10-29人,千葉県船橋市本町5-1-1船橋AUビル4階,https://noveltyinc.jp
169,アウンコンサルティング株式会社,1998年,信太　明,30-99人,東京都文京区本郷四丁目24番8号 春日タワービル 7F,https://www.auncon.co.jp/
170,後藤ブランド株式会社,2014年, - , - ,東京都港区赤坂4丁目8-20　 ASOビルディング3階,https://www.goto-brand.com/
171,株式会社セルフアチーブ,2011年, - ,5-9人,兵庫県神戸市東灘区向洋町中6-9 神戸ファッションマート 8S-20,https://selfachieve.jp
172,株式会社MERY,2017年, - , - ,神田神保町3-3 SFⅢ 3階,https://mery.co.jp/
173,ザンシン株式会社,2015年, - ,10-29人,東京都千代田区神田多町2-9-6 田中ビル本館,https://zanthing.com/
174,株式会社フリーカンパニー,2021年, - ,10-29人,大阪府大阪市西宮原1丁目8-10 Vianode SHIN-OSAKA1F・3F,https://www.free-company.co.jp/
175,WASAVITO株式会社,2018年,門間寛修,1-4人,愛媛県松山市山越1丁目1-45　NSビル,https://wasavito.co.jp/
176,合同会社ぱぱらくLab.,2022年,福田達也,1-4人,大阪府枚方市宮之阪4-15-16-2,https://www.instagram.com/paparaku999/?hl=ja
177,株式会社ユニオンネット,2004年, - ,10-29人,大阪府大阪市中央区北浜東1-22 北浜東野村ビル4F,https://www.unionnet.jp/
178,株式会社トライアウト,1986年, - ,100-499人,大阪府大阪市中央区博労町1丁目5-11 TRYOUT大阪ビル,http://www.tryout.co.jp/
179,株式会社エフエーアイ,2016年, - , - ,大阪府大阪市中央区北浜2-1-5　平和不動産北浜ビル3F,https://fai-marketing.jp/
180,株式会社ファランクス,2003年, - ,30-99人,東京都新宿区西新宿6丁目12-1 パークウエスト 5F,https://www.phalanx.co.jp/
181,株式会社ナムコミュニケーション,2014年, - ,10-29人,東京都豊島区東池袋3-13-2　イムーブル・コジマビル　7階,http://www.namujapan.com/
182,株式会社Next Stage,2015年, - ,10-29人,東京都豊島区駒込2-6-3 大和駒込ビル2F,https://next-stage.biz/
183,株式会社スパイダー・ウェブマーケティング,2018年, - ,5-9人,東京都豊島区南池袋1-16-15　ダイヤゲート池袋4F,http://www.spider-webmarketing.co.jp/
184,株式会社アンノウン,2018年, - ,10-29人,東京都港区赤坂4-6-1 THE MANOR HOUSE 5F,https://un-known.co.jp/
185,株式会社中屋, - , - , - ,栃木県宇都宮市塙田5-2-44,https://remacre.jp/
186,ネットギア株式会社,2017年, - ,1-4人,宇津木町728-1 T’Sビル 5階,https://net-gear.net/
187,株式会社クリエイトアソシエ,2021年, - ,5-9人,東京都港区南青山２丁目２番１５号　ウィン青山1403,https://create-associe.co.jp/
188,一般社団法人Honmono協会,2019年, - ,30-99人,東京都渋谷区恵比寿西1丁目33番6号,https://www.honmono-movie.com
189,株式会社関西ぱど,1986年,北田　淳一,30-99人,靭本町1-10-24　三共本町ビル5F,https://www.kansaipado.co.jp/
190,株式会社ソテルIT企画,2023年,深川 昌実,10-29人,愛知県名古屋市東区東大曽根町29-11共栄ビル 東棟7階,https://soter.jp/
191,株式会社acct,2020年,江川勝日,5-9人,愛知県犬山市山の田腰38-28,https://acct-inc.com/
192,株式会社ビットエー,2011年,吉田雅史,100-499人,東京都品川区西五反田1-1-8 NMF五反田駅前ビル 7F,https://bita.jp/
193,合同会社Gクラウド,2016年, - ,1-4人,神奈川県横浜市見花山1-30 見花山ビル,http://gcloud-web.com/
194,株式会社イーエムネット ジャパン,2013年, - ,100-499人,東京都新宿区西新宿6-10-1 日土地西新宿ビル10F,http://www.emnet.jp/
195,ビー・キューブ株式会社,2012年, - ,10-29人,東京都千代田区神田錦町2丁目5-1第一大隆ビル 5F,http://be-cube.jp/
196,株式会社カラバオ,2021年, - ,1-4人,広島県尾道市高須町2018-7 ABCビル 201,https://carabao.co.jp/
197,株式会社ILLEST PLUS,2015年,深澤陽介,10-29人,東京都新宿区新宿2-1-9 JESCO新宿御苑ビル401,https://www.illestplus.com/
198,モアフィールド株式会社,2019年,小野寺 弘晃,10-29人,静岡県静岡市葵区伝馬町１－２ホテルシティオ静岡３階,https://more-field.co.jp/
199,TMS Partners株式会社,2019年, - ,5-9人,京都府京都市下京区醍醐町264 GAZELLE RIO 烏丸五条 1001号室,https://tms-partners.com/
200,株式会社キーワードマーケティング,2004年, - ,30-99人,東京都中央区築地7-2-1 THE TERRACE TSUKIJI 2F,https://www.kwm.co.jp/
201,株式会社クリエル,2008年,下地 浩希,30-99人,福岡県福岡市博多区博多駅南1-2-3　博多駅前第１ビル7階,https://www.creal.co.jp/
202,株式会社Rabo,2015年, - ,10-29人,東京都目黒区東山1-6-1エスビル4F,https://r-abo.com/
203,株式会社クリーク・アンド・リバー社,1990年,黒崎淳,500-999人,東京都港区新橋四丁目1番1号　新虎通りCORE,https://www.cri.co.jp
204,株式会社Asian Bridge,2007年,小西　広恭,30-99人,東京都港区芝3-1-15 芝ボートビル 7F,https://asianbridge.co.jp/
205,株式会社Her's,2017年, - ,30-99人,東京都中央区京橋3-9-2　宝国ビル5F,http://hers-net.co.jp/
206,株式会社アンダーバー,2014年,小出　晃,10-29人,東京都渋谷区渋谷1-2-10　中里ビル3F,https://www.underbar-inc.com/
