No.,会社名,設立年,代表者名,従業員数,住所,会社URL
44,株式会社Part X,2025年,留目豊,10-29人,東京都港区南青山3丁目1番36号青山丸竹ビル6F,https://partx.co.jp/
45,一般社団法人　中部産業連盟,1948年, - ,100-499人,愛知県名古屋市東区白壁3丁目12-13,https://www.chusanren.or.jp/
46,株式会社ワークシフト研究所,2015年, - ,1-4人,東京都港区東麻布1-7-3　第二渡邊ビル7階,https://workshift.co.jp/
47,株式会社フローワン,2012年,若林計志,1-4人,東京都中野区東中野1-56-1 大島ビル5F,https://www.flow-one.com/
48,有限会社ミック研究所,1997年,佐藤 茂則,500-999人,鴻巣市赤見台1-3-8-201,https://www.micc-co.jp
49,合同会社フォルケ,2017年, - ,5-9人,東京都杉並区高井戸西二丁目１０番７号　ＳＫビル２階,https://folke.co.jp/
50,セレクションアンドバリエーション株式会社,2006年,平康　慶浩,10-29人,東京都千代田区丸の内2丁目2番1号岸本ビル7階,https://sele-vari.co.jp/
51,パーソルイノベーション株式会社,2019年,長井 利仁,100-499人,東京都港区南青山1-15-5 パーソル南青山ビル,https://persol-innovation.co.jp/
52,イントランスHRMソリューションズ株式会社,2017年, - ,5-9人,東京都豊島区池袋2丁目17-8 天翔オフィス３階,https://www.t-intrance.com
53,株式会社Gifted,2015年, - ,5-9人,東京都中央区日本橋茅場町1-9-2  第一稲村ビル４階,https://gifted-inc.jp
54,株式会社システムクォート,1984年,鶴川　彰子,10-29人,東京都千代田区九段南4丁目8番8号　日本YWCA会館4階,https://www.sqt.co.jp/
55,株式会社ビービック・パートナーズ, - , - ,5-9人,埼玉県入間市大字下藤沢１３１４番地３－４１０号 埼玉事務所,http://bebig-partners.com
56,株式会社Mission01,2012年,髙田 英男,5-9人,木の岡町12-13,https://www.mission01takada.com/%E3%83%97%E3%83%AD%E3%83%95%E3%82%A3%E3%83%BC%E3%83%AB/
57,株式会社ミライズ創研,2015年, - ,5-9人,兵庫県神戸市八幡通１－１－２１－301,http://mirise-soken.co.jp/
58,リヴァイ株式会社,2023年, - ,10-29人,東京都港区新橋四丁目1番1号,https://corp.livai.jp/
59,株式会社EPLGA,2007年,中島晋哉,10-29人,東京都渋谷区恵比寿1-16-26 協和ビル1F,http://www.eplga.co.jp/
60,株式会社アスマーク,2001年,町田　正一,100-499人,東京都渋谷区東1-32-12 渋谷プロパティータワー4F,https://humap.asmarq.co.jp/
61,株式会社総合教育研究所,1987年,石橋　利尚,10-29人,東京都台東区根岸２－１８－２２ ウィルレーナ東京根岸２０２,http://sk-k.co.jp/company/index.html
62,有限会社シーズプロ,2005年, - ,1-4人,東京都中央区銀座6-6-1　銀座風月堂ビル5階,http://www.seedspro.co.jp/
63,ワンスアラウンド株式会社,2002年,鈴木　理善,100-499人,東京都目黒区東山3-5-2  田中興産ビル4F,https://www.once-a.com/
64,株式会社エンクラフト,2018年, - ,10-29人,東京都台東区上野３丁目１５−７,https://www.spsy.jp/
65,株式会社GREEN,2006年, - ,5-9人,東京都渋谷区恵比寿2-28-10,https://g-place.net/
66,株式会社Seneca, - , - ,30-99人,千葉県柏市中央町5-16穂高第2ブラザーズ柏203号室,https://seneca.co.jp/
67,株式会社エルプランニング,2003年,中村　啓二,30-99人,東京都品川区東五反田1‐2‐33 白雉子ビル8F,https://www.elplanning.co.jp
68,ウェルリンク株式会社,2000年,宮下　研一,30-99人,東京都目黒区五本木1丁目33番13号,http://www.welllink.co.jp/
69,株式会社おもてなし道,2007年, - , - ,愛知県瀬戸市はぎの台２丁目９番地,http://www.omotenaship.co.jp/
70,株式会社フィスメック,1990年, - ,10-29人,東京都千代田区内神田2-12-6　内神田OSビル7F,http://www.fismec.co.jp/
71,株式会社ASCEND FEATHER,2009年, - , - ,東京都新宿区若葉1-22-16 ASTY B1F,http://www.feather-project.com/
72,株式会社ジェック,1966年,松井　達則,30-99人,東京都豊島区東池袋3丁目1-1  サンシャイン60ビル20階,https://www.jecc-net.co.jp/
73,株式会社シンクスバンク,2012年,宇佐美　順也,100-499人,東京都渋谷区代々木2-9-2 久保ビル4F,https://www.thinkethbank.co.jp/
74,株式会社ヒューマンブリッジ,2009年, - ,5-9人,東京都中央区銀座１－２４－１　TCビル３階,http://www.human-b.co.jp/
75,ブリュー株式会社,2014年, - ,1-4人,東京都中央区銀座7丁目13番6号 サガミビル2階,http://www.brew-ing.com/
76,株式会社ＦｕＡＵ,2013年, - ,5-9人,東京都新宿区西新宿7丁目2番6号 新宿ビジネスガーデン,http://fuau.co.jp/
77,株式会社アテニューム,2011年, - , - ,東京都港区芝大門２-２-７ セントラルビル４F,http://athenaeum.jp/
78,オフィス・ラポール,2014年, - ,1-4人,東京都板橋区若木1-27-1-721,http://office-rapport.com/
79,株式会社Unleash,2015年, - ,5-9人,東京都品川区西五反田3-13-6　KJビル3階,https://life-unleash.co.jp/
80,合同会社　労務トラスト,2012年, - ,5-9人,東京都港区東新橋1-9-1東京汐留ビルディング17階　社会保険労務士法人 迫田・村上リーゼンバーグ内,https://www.romu-trust.co.jp/
81,株式会社スパルタ英会話,2014年, - ,30-99人,東京都新宿区新宿1丁目16−10 コスモス御苑ビル702号,https://spartan-english.jp/
82,株式会社クリエイティブアルファ,1993年, - ,100-499人,東京都港区浜松町1-2-14　ユーデン浜松町ビル5F,https://www.cafc.jp/
83,株式会社小田急プラネット,1992年, - ,500-999人,東京都新宿区西新宿1丁目4番9号,https://www.odakyu-planet.co.jp/
84,株式会社ブイキューブ,1998年,間下 直晃,100-499人,東京都港区白金一丁目17番3号NBFプラチナタワー16階（受付）、17階,https://jp.vcube.com/eventdx
85,サイコム・ブレインズ株式会社,1996年, - ,30-99人,東京都千代田区外神田1-18-13　秋葉原ダイビル7F,https://www.cicombrains.com/
86,株式会社ワークアカデミー,1982年, - ,30-99人,大阪府大阪市北区豊崎3丁目15-10,http://workacademy.com/
87,株式会社アイ・イーシー,1956年, - ,30-99人,東京都千代田区麹町3-2　麹町共同ビル2階,https://www.iec.co.jp/
88,株式会社ヒューマンソリューション,2020年, - ,1-4人,栃木県宇都宮市今泉町3020-1 MUSASHI imaizumi BASE,https://human-sol.com/
89,株式会社ヒトサクラボ,2007年, - ,1-4人,福岡県福岡市中央区大名2-1-13,https://www.hitosaqlabo.jp/
90,株式会社CSエデュケーション,1999年, - ,10-29人,東京都大田区蒲田5-2-6MTビル3階,https://cs-education.jp/
91,BeBiz株式会社,2019年, - ,5-9人,桜木町1-101-1クロスゲート 7F,https://bebiz.jp/
92,フジコーポレーション株式会社,1998年, - ,5-9人,東京都港区海岸1－2－3　汐留芝離宮ビルディング21F,http://i-leader.jp/
93,合同会社インフォディ,2011年,代表社員　村木計之,1-4人,大阪府門真市野里町16番14号,http://www.infodi.net/
94,株式会社タピアレーヴ,2008年, - , - ,東京都渋谷区代々木1-59-1 オーハシビル6F,https://www.tapir-reve.co.jp/
95,株式会社販路企画, - , - , - ,福岡県福岡市博多区寿町3丁目4-16エレガンス南福岡駅前601号,http://hanrokikaku.com/
96,株式会社ラーニングスクエア,2008年, - , - ,東京都千代田区西神田2-1-6佐藤ビル3F,http://learning2.co.jp/
97,H&innovation株式会社,2012年, - ,5-9人,東京都中央区銀座8-17-5 アイオス銀座316,http://h-innovation.com/
98,株式会社ファーストプレイス,2001年, - ,30-99人,東京都港区南青山5-4-40　A-FLAG骨董通り5F,https://firstplace.co.jp/capability/
99,株式会社即決営業,2015年, - ,10-29人,大阪府大阪市浪速区難波中2-1-7　なんば東ビル6階,https://sokketsueigyo.com/products/experience-company-seminar/
100,株式会社セレブリックス,1998年,江川　利彦,1000人以上,東京都江東区有明3-7-18有明セントラルタワー7階,https://www.cerebrix.jp/
101,株式会社セールス学校,2010年, - , - ,東京都渋谷区神宮前４－１－２４オフィスイワタ第１－２F,http://www.sales-school.jp/
102,株式会社 勝負ポイント,2014年, - ,1-4人,東京都中央区東日本橋2丁目28番4号　日本橋CETビル2階,https://www.shobupoint.co.jp/
103,アドベンチャーリンク,2019年, - ,1-4人,大阪府堺市中区平井1055-1,https://adventure--link.com/
104,社会保険労務士事務所 リーフレイバーコンサルティング,2011年, - ,1-4人,東京都文京区本郷3-9-5　土屋ビル302,http://www.leaf-sr.jp/
105,株式会社アイウィル,1988年, - ,10-29人,東京都文京区春日1-11-14 SG春日ビル4階,http://www.iwill-kensyu.com/
106,株式会社自遊考房,2023年,金子 祐明,1-4人,東京都港区北青山一丁目3番1号 アールキューブ青山3階,https://www.j-kobo.co.jp/
107,Ｇｌｏｂｉｃ　Ｊａｐａｎ株式会社,2014年,岡本 晋史,5-9人,東京都港区赤坂8-7-15 アンフィニ赤坂008号室,http://www.globic.net/
108,有限会社金森マーケティング事務所,2005年,金森 努,1-4人,東京都渋谷区渋谷3-5-16 渋谷3丁目スクエアビル2F,https://kanamori-mktg.co.jp/
109,株式会社ア・ミューズ,2015年, - ,5-9人,新潟県新潟市中央区万代4-2-6,http://niigata-smile.com/
110,株式会社ココチカ,2012年,山中一浩,1-4人,東京都千代田区猿楽町1-6-6-401,http://www.kcck.co.jp/
111,株式会社 MANY ABILITIES, - , - , - ,東京都千代田区一番町6番地 相模屋本社ビル7F,http://many-abilities.com/
112,株式会社Next Paradigm,2018年, - ,1-4人,東京都千代田区紀尾井町1-3　東京ガーデンテラス紀尾井町紀尾井タワー,https://nextparadigm.jp/
113,合同会社ザワッグル,2015年, - ,10-29人,大泉学園町2-22-7,https://www.thewaggle.co.jp/
114,フランクリン・コヴィー・ジャパン株式会社,1998年, - ,30-99人,東京都千代田区三番町5-7 精糖会館7階,https://www.franklincovey.co.jp/
115,株式会社リスキル,2000年, - ,30-99人,〒160-0004　東京都新宿区四谷4丁目28-4YKBエンサインビル10階,https://www.recurrent.jp/
116,株式会社ビジネスグランドワークス,2004年, - ,5-9人,東京都中央区銀座6-12-10,https://www.bgw.co.jp/
117,ケイ.イー.シー.株式会社,1974年, - ,100-499人,大阪府枚方市岡本町4番10号,http://www.consul.kec.ne.jp/
118,株式会社タナベコンサルティング,1963年, - ,500-999人,東京都千代田区丸の内1-8-2 鉃鋼ビルディング 9Ｆ,https://www.tanabekeiei.co.jp/
119,株式会社SWITCH WORKS, - , - ,5-9人,岡山県岡山市北区本町6-30　 第一セントラルビル2号館7階,https://www.switchworks.co.jp/
120,株式会社クロスアビリティズ,2006年, - ,5-9人,福岡県福岡市中央区天神2-14-38　伊藤ビル3階,http://www.c-as.co.jp/
121,株式会社ベルシステム24,1982年,梶原　浩,1000人以上,東京都港区虎ノ門4丁目1番1号 神谷町トラストタワー6階,https://www.bell24.co.jp/ja/
122,株式会社リサーチサポート,2006年, - , - ,東京都港区芝5-19-4 芝5ビル,https://www.research-support.jp/
123,株式会社ベル・ヴォア,1986年, - , - ,千葉県船橋市三山2-10-7,https://www.bellevoix.co.jp/
124,株式会社JTBコミュニケーションデザイン,1988年, - ,500-999人,東京都港区芝3-23-1 セレスティン芝三井ビルディング 12階,https://www.jtbcom.co.jp/
125,株式会社エールライフ,2005年,石川　大,5-9人,東京都中央区日本橋小伝馬町2-8 新小伝馬町ビル3階,http://www.yell-life.jp/
126,株式会社ライズ,2009年, - , - ,福岡県福岡市博多区博多駅前2-4-12 タイセイビル4Ｆ,https://www.rise-f.net/
127,株式会社アイシーエル,1989年, - ,30-99人,京都府京都市下京区烏丸通仏光寺下ル大政所町680-1　第八長谷ビル10F,https://www.icl-web.co.jp/
128,株式会社ガイアシステム,1990年, - , - ,兵庫県神戸市中央区東川崎町1-7-4ハーバーランドダイヤニッセイビル21階,https://www.gaiasystem.co.jp/
129,株式会社カケハシスカイソリューションズ,2011年, - ,100-499人,東京都新宿区神楽河岸1-1 セントラルプラザ7F,https://www.kakehashi-skysol.co.jp/
130,株式会社 遭遇設計, - , - ,1-4人,東京都文京区小石川3-26-2-704,http://so-guu.com/
131,株式会社twill weave,2018年,久保田　秀行,1-4人,東京都港区南青山二丁目2番15 号 ウィン青山942,https://www.twill-weave.com/
132,Out-Loop株式会社,2022年,芳賀崇史,10-29人,東京都千代田区神田淡路町1丁目9-5　天翔御茶ノ水ビル2F,https://out-loop.co.jp
133,株式会社ワンネス・コンサルティング,2011年, - , - ,愛知県名古屋市中区栄2-2-1 名古屋広小路伏見中駒ビル 5Ｆ,http://www.oneness-consulting.com/
134,株式会社ジェイック,1991年, - ,100-499人,東京都千代田区神田神保町1-101　神保町101ビル6F,http://www.jaic-g.com/
135,株式会社アップナレッジ,1905年, - , - ,東京都品川区北品川5-5-15 大崎ブライトコア4階,https://tr.upknowledge.co.jp/
136,株式会社アーシブ,2016年, - ,1-4人,北海道札幌市白石区栄通5丁目1-12-105,http://ahsib.jp/
137,株式会社テンナイン・コミュニケーション,2001年,大澤弘毅,30-99人,東京都港区虎ノ門4-3-1  城山トラストタワー9階,https://www.ten-nine.co.jp/
138,株式会社タカラッシュ,2003年,齊藤 多可志,30-99人,東京都品川区大井1-28-1　住友不動産大井町駅前ビル13F,https://takarush.co.jp/
139,株式会社話し方教育センター,1979年,千名　友貴,10-29人,東京都港区新橋4丁目30番6号　京急中はらビル 8階,http://www.hkc-net.co.jp/
140,株式会社コンサルティング・ネットワーク,2008年,澤田　和明,1-4人,東京都千代田区神田錦町１−２１大手町モダンビルディング６０２,http://www.cnc-holdings.jp/consulting/
141,株式会社 ビジネス・ブレークスルー,1998年,大前　研一,100-499人,東京都千代田区二番町3番地 麹町スクエア,http://www.bbt757.com/company/outline.html
142,株式会社仕事旅行社,2011年, - ,5-9人,東京都港区新橋5-1-3 新正堂第1ビル 5F,https://www.shigoto-ryokou.com/
143,インターネット・アカデミー株式会社,1995年, - , - ,東京都新宿区新宿2-5-15　新宿山興ビル2階,https://www.internetacademy.co.jp
144,株式会社ライズベース, - , - ,1-4人,大阪府吹田市山田西4-4-23-407,https://rise-base.com/
145,Paddle株式会社,2018年, - , - ,東京都品川区西五反田1-24-4　タキゲンビル8F,https://paddle-japan.com/
146,株式会社BIZPOWER,2023年,鈴木 康二,10-29人,埼玉県さいたま市大宮区桜木町1-378,http://bizpower.co.jp/
147,アチーブメント株式会社,1987年, - , - ,東京都江東区有明3-7-18有明セントラルタワー,https://achievement.co.jp/
148,合同会社夢をカナエル,2006年, - , - ,東京都千代田区九段北1-9-14　九段リハイム ２０４号室,http://yume.main.jp/
149,株式会社コダマ・モチベーション・コンサルティング,2004年, - , - ,東京都中央区銀座1丁目15番7号 MAC銀座ビル3階,http://www.kodama-mc.co.jp/about/#04
150,株式会社ＭＹＭ,2000年, - , - ,神奈川県川崎市中原区宮内4-9-17-502,http://www.mym-cs.com/
151,株式会社ブロード・コム,2001年, - , - ,福岡県福岡市中央区天神1丁目15番5号 明治通りビル,http://www.fca-icoaching.com
152,株式会社プレイフル,2010年, - ,1-4人,東京都中央区銀座1-3-3 G1ビル7F,http://www.playful.co.jp/
153,株式会社アクティング,2008年,宮下　浩,30-99人,大阪府大阪市北区堂島浜2ー1ー3 堂島クレイドビル4F,https://www.act-ing.jp/
154,株式会社FUNBREW,2023年,金井泰樹,1-4人,神奈川県藤沢市鵠沼石上一丁目7番8,https://funbrew.tech/
155,株式会社ナレッジステーション,2009年, - ,1-4人,東京都中央区日本橋3-2-14 日本橋KNビル4F,https://knowledge-presen.co.jp/
156,株式会社アントルビーンズ,2003年, - ,1-4人,神奈川県横浜市中区長者町9丁目175番地　第10吉田ビル3F,http://www.entrebeans.co.jp/?cat=8
157,株式会社ヒューマンプレゼンツ,2012年, - ,5-9人,北海道札幌市中央区北2条西13丁目1-14HONEY N2BL3F,http://www.human-p.jp/
158,株式会社リアライズ,1992年, - , - ,大阪府大阪市北区豊崎3-20-9 三栄ビル8F,http://www.e-realize.jp/index.php
159,株式会社ジョイワークス,2013年,吉田　裕美子,1-4人,東京都千代田区大手町2-6-2日本ビルヂング12階,http://www.joyworks.co.jp/
160,株式会社ルミノーゾ・パートナーズ,2011年, - ,10-29人,東京都中央区日本橋人形町3-6-8,http://www.luminoso.co.jp/
161,日本事業運営支援センター,2010年, - ,10-29人,東京都中央区日本橋兜町9-5-619,http://www.njusc.net/
162,紀藤コンサルタントオフィス,1998年, - ,1-4人,栃木県下都賀郡野木町丸林404₋25,http://www.kitou-co.com/
163,株式会社　船井総研デジタル,2013年, - ,100-499人,伏見町4-4-10新伏見町ビル6階,https://www.fsdg.co.jp/
164,株式会社アイエスエフネットジョイ,2002年, - , - ,東京都港区赤坂８－４－１４　青山タワープレイス８F,http://www.joy-c.com/about_us/company_info.html
165,有限会社 Precious One English School,2005年, - ,1-4人,東京都調布市布田1-45-6　調布東口ビル　303,http://preciousoneenglishschool.jp/
166,株式会社キャリアレイズ, - , - , - , - ,http://c-raise.com/
167,株式会社マイインポータント,2006年,山梨 嘉代子,5-9人,静岡県浜松市中区板屋町102-15 Dexi itaya,https://www.my-important.com/
168,株式会社レトリバ,2016年,田口琢也,30-99人,東京都新宿区西新宿2-1-1 新宿三井ビルディング32階,https://retrieva.jp/
169,株式会社廣済堂,1954年,根岸 千尋,1000人以上,東京都港区芝浦1-2-3　シーバンスS館13F,https://www.kosaido.co.jp/
170,株式会社RIT,2013年,安武遼太,30-99人,東京都中央区銀座6-10-1 13F,https://rit-inc.co.jp/
171,合同会社くまさん,2011年, - ,1-4人,北海道札幌市中央区北9条西21丁目,https://kumasanda.jp/
172,株式会社リクルートマネジメントソリューションズ,1989年, - ,500-999人,東京都品川区大崎1-11-1 ゲートシティ大崎ウエストタワー7F,https://www.recruit-ms.co.jp/
173,株式会社 東京リーガルマインド,1979年,反町　雄彦,100-499人,東京都中野区中野4-11-10　アーバンネット中野ビル,http://www.lec-jp.com/
174,株式会社日本マンパワー,1967年, - ,100-499人,東京都千代田区神田東松下町47-1,http://www.nipponmanpower.co.jp/
175,クラーク・フューチャー・コンサルタンツ有限会社, - , - , - ,東京都世田谷区奥沢6-32-9-1A,http://clarkfuture.com/
176,株式会社HRインスティテュート,1993年, - ,10-29人,東京都渋谷区神宮前1-13-23　HRIビジョンハウス,http://www.hri-japan.co.jp/
177,株式会社ワンズワード,2009年, - , - , - ,http://www.ones-word.com/
178,DLSパブリッシング株式会社, - , - , - ,神奈川県川崎市幸区大宮町14-5　尊昌ビル３F,http://www.dlsdiamond.com/
179,株式会社宣伝会議, - , - , - ,東京都港区南青山3-11-13 新青山東急ビル9F,https://www.sendenkaigi.co.jp/
180,株式会社アイザック, - , - , - ,東京都渋谷区神南1-10-7 第2工業ビル5F,https://airline.gr.jp/
181,株式会社ウィズアス,2009年, - ,10-29人,東京都中央区銀座7-16-12 G-7ビルディング9階,http://www.withus-inc.co.jp/
182,株式会社 ビジヨンテツク,1993年,真山　美雪,5-9人,東京都目黒区駒場,http://www.visiontech.co.jp/
183,エヌ・ティ・ティラーニングシステムズ株式会社,1987年, - ,100-499人,東京都港区南麻布1-6-15　アーバンネット麻布ビル2F,https://www.nttls.co.jp/
184,株式会社パンネーションズコンサルティンググループ,1990年, - ,10-29人,東京都新宿区西新宿6-15-1 セントラルパークタワー　ラ・トゥール新宿　4階,http://www.pan-nations.co.jp/
185,有限会社MCネットワーク,2005年, - , - ,愛媛県松山市祝谷二丁目2-28,http://mc-network.co.jp/
186,キャリアバンク株式会社,1987年,佐藤　良雄,100-499人,北海道札幌市中央区北五条西五丁目7番地,https://www.career-bank.co.jp/
187,株式会社シェリロゼ,2002年, - , - ,東京都渋谷区恵比寿４-16-6-805,http://www.c-roses.co.jp/corporate/company.html
188,株式会社SSブレイン,1989年, - , - ,静岡県浜松市中区連尺町307-14 出雲殿互助会連尺ビル504,http://www.ss-brain.com/
189,ウィル・スキル・アソシエイト株式会社,2011年, - , - ,大阪府大阪市中央区南久宝寺町3-4-14　三興ビル6F,http://www.w-s-a.jp/html/company.html
190,株式会社インソース,2002年, - ,100-499人,東京都荒川区西日暮里4-19-12 インソース道灌山ビル東京都千代田区神田小川町三丁目20番地,https://www.insource.co.jp/
191,株式会社日本創造教育研究所,1987年, - ,100-499人,大阪府吹田市豊津町12-5,http://www.nisouken.co.jp/
192,株式会社パーソル総合研究所,1989年, - , - ,東京都港区南青山一丁目15番５号 パーソル南青山ビル3階,https://rc.persol-group.co.jp/
193,株式会社PHP研究所,1946年, - ,100-499人,京都府京都市南区西九条北ノ内町11番地東京都江東区豊洲5-6-52　NBF豊洲キャナルフロント,https://www.php.co.jp/
194,株式会社きづくネットワーク,2011年, - , - ,福岡県福岡市中央区天神4-1-18第1サンビル5F,http://kiduku-network.com/
195,株式会社キャップ,1989年, - ,30-99人,愛媛県松山市美沢1丁目9番1号,https://www.cp-cap.co.jp/
196,株式会社ウイズダムマネジメント,1992年, - ,10-29人,兵庫県尼崎市武庫之荘1-25-1-1F,http://www.wisdom-mng.co.jp/sub09.htm
197,株式会社キャリアプランニング,1986年, - ,100-499人,岡山県岡山市北区本町6番36号　第一セントラルビル1階,https://www.capla.co.jp/
198,TAC株式会社,1980年,多田　敏男,500-999人,東京都千代田区神田三崎町 3-2-18　TAC本社ビル,https://www.tac-school.co.jp/
199,株式会社早稲田大学アカデミックソリューション,2004年, - ,100-499人,東京都新宿区西早稲田1-9-12 大隈スクエアビル2階,http://www.w-int.jp/
200,ヒューマンアカデミー株式会社,2010年, - , - ,東京都新宿区西新宿7-5-25 西新宿プライムスクエアビル1F,https://manabu.athuman.com/about/
201,株式会社DMM.com,1999年, - , - ,東京都渋谷区恵比寿4丁目20番3号恵比寿ガーデンプレイスタワー14階,http://www.dmm.com/rule/=/category=profile/
202,株式会社アムス,1990年,鈴木　真尋,30-99人,東京都新宿区三栄町18-8,http://www.ams-c.co.jp/
203,株式会社グロービス,1992年, - , - ,東京都千代田区二番町5-1 住友不動産麹町ビル,https://globis.co.jp/
